x,y,spatial_ref,power,heat_pump_power,capex,opex,utc,npv,hprod,cop,cophp,pres,flow_rate,welld,inj_temp,prd_temp,transmissivity_with_ntg,thickness,transmissivity,permeability,temperature,geometry,distance_to_city
134000.0,455000.0,0,1.3913575410842896,0.0,13.839858055114746,-0.31232041120529175,23.1158504486084,-6.234683389036389,176057.359375,5.172132968902588,0.0,72.76508331298828,59.203731536865234,490.8203125,60.99678039550781,83.93955993652344,1.3364828579485164,135.3278045654297,1356.1470194773574,10.021200180053711,90.99678039550781,POINT (134000 455000),0.0
130000.0,457000.0,0,1.3523160219192505,0.0,13.407135009765625,-0.3007124960422516,23.013914108276367,-6.01264182755202,171117.1875,5.292064189910889,0.0,70.80326080322266,57.329200744628906,490.8203125,60.09185791015625,83.0847396850586,1.337391797031968,135.03390502929688,1365.8004386001849,10.114500045776367,90.09185791015625,POINT (130000 457000),0.0
132000.0,454000.0,0,1.324021816253662,0.0,10.639640808105469,-0.27036377787590027,19.105180740356445,-4.118726445007726,167536.953125,6.617748260498047,0.0,56.58221435546875,51.10440444946289,468.1640625,44.829742431640625,69.72872924804688,1.7414359803234327,133.04049682617188,1768.8532212788996,13.295599937438965,74.82974243164062,POINT (132000 454000),0.0
127000.0,460000.0,0,1.3199832439422607,0.0,15.251147270202637,-0.3114657402038574,26.383567810058594,-7.3884973961068505,167025.921875,4.602320194244385,0.0,79.52549743652344,59.9742546081543,524.8046875,69.35260772705078,90.99392700195312,1.1623920399300445,123.62210083007812,1188.5399360930314,9.614299774169922,99.35260772705078,POINT (127000 460000),0.0
135000.0,455000.0,0,1.2913758754730225,0.0,14.112205505371094,-0.2945321202278137,25.046396255493164,-6.638414755927339,163406.046875,4.978760719299316,0.0,74.39070129394531,56.564361572265625,490.8203125,62.700767517089844,85.02188873291016,1.2292395143710453,134.20249938964844,1246.5667700054473,9.288700103759766,92.70076751708984,POINT (135000 455000),0.0
131000.0,458000.0,0,1.2671114206314087,0.0,12.464508056640625,-0.27528002858161926,22.770782470703125,-5.528553444620847,160335.703125,5.608564853668213,0.0,66.46695709228516,52.83061218261719,456.8359375,55.59010314941406,78.86686706542969,1.349066613808627,138.82919311523438,1378.0047517053026,9.92590045928955,85.59010314941406,POINT (131000 458000),0.0
138000.0,456000.0,0,1.2540302276611328,0.0,13.788962364196777,-0.28461939096450806,25.153934478759766,-6.492510251540243,158680.46875,5.0368804931640625,0.0,72.99214935302734,55.120948791503906,479.4921875,63.214881896972656,85.44383239746094,1.2008289645462575,133.19619750976562,1219.6109642064548,9.156499862670898,93.21488189697266,POINT (138000 456000),0.0
129000.0,456000.0,0,1.2461382150650024,0.0,14.333155632019043,-0.28769198060035706,26.188852310180664,-6.89225781725748,157681.84375,4.838701248168945,0.0,75.57776641845703,55.796138763427734,490.8203125,65.20809173583984,87.07957458496094,1.1616767943218553,129.7998046875,1186.4741164818406,9.140800476074219,95.20809173583984,POINT (129000 456000),0.0
133000.0,455000.0,0,1.2432266473770142,0.0,13.763689041137695,-0.28166747093200684,25.289182662963867,-6.494022189421086,157313.40625,5.058223247528076,0.0,72.92340850830078,54.389102935791016,468.1640625,61.31622314453125,83.63196563720703,1.206822587683854,135.93670654296875,1225.8228530113702,9.017600059509277,91.31622314453125,POINT (133000 455000),0.0
133000.0,458000.0,0,1.2087770700454712,0.0,10.837565422058105,-0.2500721514225006,20.921228408813477,-4.510211793159618,152954.296875,6.381822109222412,0.0,58.16917037963867,47.89077377319336,434.1796875,46.42071533203125,70.7123794555664,1.5284716090236514,141.3822021484375,1559.346684834105,11.02929973602295,76.42071533203125,POINT (133000 458000),0.0
135000.0,457000.0,0,1.2085016965866089,0.0,12.514793395996094,-0.2638436257839203,23.775794982910156,-5.687784994901597,152919.453125,5.539126873016357,0.0,66.92513275146484,50.9138069152832,456.8359375,55.137359619140625,78.17402648925781,1.3009588791218618,139.06109619140625,1323.8616993993055,9.520000457763672,85.13735961914062,POINT (135000 457000),0.0
139000.0,455000.0,0,1.2072221040725708,0.0,14.031685829162598,-0.2773423194885254,26.39739418029785,-6.763028725571626,152757.53125,4.894498348236084,0.0,74.30107879638672,54.15559768676758,479.4921875,64.8812484741211,86.69157409667969,1.1402359627162857,129.1697998046875,1157.012671836419,8.957300186157227,94.8812484741211,POINT (139000 455000),0.0
129000.0,455000.0,0,1.2064110040664673,0.0,13.5404052734375,-0.2724839746952057,25.56607437133789,-6.415841584360207,152654.90625,5.095724105834961,0.0,71.9554443359375,52.961578369140625,479.4921875,61.371665954589844,83.5974349975586,1.1933957120235095,128.05850219726562,1218.7456140545837,9.51710033416748,91.37166595458984,POINT (129000 455000),0.0
131000.0,457000.0,0,1.2005786895751953,0.0,12.639801979064941,-0.26350533962249756,24.12508773803711,-5.793766404213363,151916.890625,5.466019630432129,0.0,67.5808334350586,51.01580810546875,456.8359375,56.48905944824219,79.34925079345703,1.2705778305552673,137.8094024658203,1296.7726565201156,9.409899711608887,86.48905944824219,POINT (131000 457000),0.0
134000.0,456000.0,0,1.1951615810394287,0.0,12.539087295532227,-0.2613244950771332,24.04005241394043,-5.732902734666001,151231.4375,5.51816987991333,0.0,67.09383392333984,50.48898696899414,456.8359375,55.04850769042969,78.02374267578125,1.2889367761754398,137.8618927001953,1310.2946078995883,9.504400253295898,85.04850769042969,POINT (134000 456000),0.0
136000.0,454000.0,0,1.1905089616775513,0.0,15.071038246154785,-0.282571017742157,28.508329391479492,-7.527990878622964,150642.703125,4.541736602783203,0.0,79.1618423461914,55.28151321411133,490.8203125,67.97248077392578,89.12731170654297,1.0756332010623277,129.75360107421875,1088.6975987227052,8.39050006866455,97.97248077392578,POINT (136000 454000),0.0
128000.0,457000.0,0,1.1899631023406982,0.0,15.119674682617188,-0.2832607924938202,28.60993003845215,-7.565845277698973,150573.640625,4.5123395919799805,0.0,79.36878204345703,55.57663345336914,502.1484375,69.30880737304688,90.35587310791016,1.0684333766224658,126.24299621582031,1091.6863145920943,8.647500038146973,99.30880737304688,POINT (128000 457000),0.0
135000.0,456000.0,0,1.1801226139068604,0.0,13.585413932800293,-0.26725059747695923,26.124435424804688,-6.501159898650098,149328.453125,5.063644886016846,0.0,72.29290008544922,52.004051208496094,456.8359375,60.461448669433594,82.59867858886719,1.1672461523578106,136.88839721679688,1185.8641997103696,8.663000106811523,90.4614486694336,POINT (135000 456000),0.0
131000.0,452000.0,0,1.1519083976745605,0.0,13.930877685546875,-0.2651953101158142,27.30010986328125,-6.8084147431368836,145758.328125,4.870331764221191,0.0,74.00418853759766,52.22239685058594,479.4921875,64.77815246582031,86.3531723022461,1.1044267749989147,126.23570251464844,1122.8413502269832,8.894800186157227,94.77815246582031,POINT (131000 452000),0.0
131000.0,453000.0,0,1.15152907371521,0.0,12.342926025390625,-0.2514265477657318,24.46554946899414,-5.691005891016,145710.328125,5.537942409515381,0.0,66.25508117675781,49.0186882019043,456.8359375,55.89104461669922,78.68633270263672,1.2494305670471377,129.1154022216797,1270.7796477998636,9.84220027923584,85.89104461669922,POINT (131000 453000),0.0
